Order_ID,Customer_Age,Product_Category,Price,Discount,Delivery_Time,Rating,Previous_Returns,Payment_Method,Returned
1064,44,Electronics,28378,38,7,2,3,Card,1
1065,37,Beauty,13316,40,7,2,2,COD,1
1066,42,Beauty,17512,37,6,2,2,COD,1
1067,38,Beauty,27709,20,6,2,3,COD,1
1068,58,Clothing,38613,14,6,1,4,Card,1
1069,29,Electronics,11175,15,7,2,3,COD,1
1070,25,Electronics,40451,49,7,1,4,Card,1
1071,34,Clothing,13416,19,6,2,4,COD,1
1072,42,Electronics,209,29,9,1,2,COD,1
1073,18,Electronics,8615,46,6,1,3,Card,1
1074,44,Clothing,46740,32,6,1,4,COD,1
1075,23,Beauty,18584,4,6,1,2,COD,1
1076,27,Electronics,13656,20,9,1,3,COD,1
1077,18,Clothing,45743,31,7,2,3,Card,1
1078,20,Home,32249,11,8,2,2,Card,1
1079,34,Beauty,19398,46,8,2,4,Card,1
1080,56,Electronics,13251,33,8,2,4,Card,1
1081,51,Beauty,29120,37,6,1,2,COD,1
1082,21,Electronics,20056,9,7,1,3,Card,1
1083,19,Clothing,39237,42,9,2,2,Card,1
1084,20,Beauty,36234,26,6,1,2,COD,1
1085,35,Beauty,37745,21,7,2,3,COD,1
1086,51,Clothing,26529,44,7,1,4,COD,1
1087,47,Home,19462,47,6,2,4,COD,1
1088,32,Home,17222,21,8,2,4,Card,1
1089,24,Home,18230,22,9,1,2,COD,1
1090,54,Beauty,25489,38,6,2,2,Card,1
1091,30,Beauty,6368,3,9,1,4,Card,1
1092,39,Electronics,13110,7,6,2,2,COD,1
1093,23,Beauty,48647,33,6,1,2,Card,1
1094,39,Clothing,1805,47,8,1,4,COD,1
1095,57,Clothing,10987,23,9,1,4,Card,1
1096,23,Electronics,46885,37,9,1,3,COD,1
1097,22,Electronics,30305,3,9,1,4,Card,1
1098,18,Electronics,13141,37,8,1,2,COD,1
1099,23,Electronics,209,4,9,1,3,Card,1
1100,37,Clothing,1542,36,9,1,3,COD,1
1101,52,Electronics,42278,48,6,2,4,Card,1
1102,26,Electronics,19219,34,9,1,4,Card,1
1103,58,Clothing,30723,29,8,1,3,COD,1
1104,43,Electronics,20811,24,6,2,4,COD,1
1105,32,Clothing,19296,16,8,2,4,Card,1
1106,23,Electronics,27402,6,6,1,2,COD,1
1107,47,Home,1122,35,8,1,4,COD,1
1108,50,Electronics,2443,21,6,2,3,COD,1
1109,55,Clothing,23910,46,6,1,2,Card,1
1110,46,Home,18955,11,9,2,3,COD,1
1111,44,Clothing,5979,10,6,2,3,Card,1
1112,35,Clothing,15528,46,9,2,2,Card,1
1113,54,Beauty,326,41,8,2,2,COD,1
1114,31,Beauty,3568,21,7,2,3,COD,1
1115,40,Clothing,36040,39,9,2,2,COD,1
1116,43,Clothing,40938,24,8,2,2,COD,1
1117,41,Clothing,2190,5,8,1,3,COD,1
1118,43,Beauty,16441,20,9,1,3,COD,1
1119,39,Beauty,21766,39,8,1,4,Card,1
1120,36,Electronics,2279,29,9,2,4,Card,1
1121,35,Clothing,38458,46,7,2,3,COD,1
1122,21,Clothing,12542,38,7,2,2,COD,1
1123,40,Home,40611,31,8,1,4,COD,1
1124,25,Electronics,31680,46,8,2,3,COD,1
1125,52,Beauty,21791,13,7,1,2,Card,1
1126,31,Home,1022,47,8,1,2,COD,1
1127,36,Beauty,31619,17,7,1,4,Card,1
1128,19,Home,37534,11,7,2,2,Card,1
1129,51,Clothing,7283,34,7,1,3,Card,1
1130,40,Beauty,37799,16,9,1,3,Card,1
1131,42,Home,23952,21,7,1,4,COD,1
1132,54,Home,32089,20,6,1,3,COD,1
1133,29,Home,48956,41,7,1,4,COD,1
1134,57,Electronics,31187,44,7,1,2,COD,1
1135,45,Electronics,36597,1,9,1,4,COD,1
1136,43,Clothing,24263,35,8,2,4,Card,1
1137,41,Electronics,29277,4,9,1,4,Card,1
1138,52,Beauty,16050,16,6,1,2,Card,1
1139,57,Clothing,34208,42,8,1,3,COD,1
1140,54,Beauty,41331,29,9,1,4,COD,1
1141,34,Electronics,36608,48,6,1,3,COD,1
1142,33,Electronics,5519,24,7,1,2,COD,1
1143,43,Home,28135,9,7,2,4,COD,1
1144,31,Home,9020,6,6,1,3,COD,1
1145,48,Electronics,25710,34,7,1,4,COD,1
1146,41,Home,35635,44,7,2,4,COD,1
1147,40,Beauty,41198,14,6,2,2,COD,1
1148,35,Clothing,28887,44,8,2,4,Card,1
1149,30,Clothing,30169,31,6,2,2,COD,1
1150,33,Beauty,18355,46,9,1,2,COD,1
1151,18,Electronics,20344,2,6,2,2,Card,1
1152,18,Clothing,24757,14,9,2,4,Card,1
1153,54,Clothing,45228,42,8,1,4,Card,1
1154,25,Beauty,49188,44,7,1,4,COD,1
1155,23,Clothing,8445,46,7,2,2,COD,1
1156,59,Home,25625,16,9,1,2,Card,1
1157,42,Clothing,37643,13,8,2,4,COD,1
1158,45,Clothing,17802,24,9,1,2,COD,1
1159,22,Home,15785,23,7,2,3,Card,1
1160,54,Beauty,10103,12,6,2,3,Card,1
1161,46,Home,19329,2,6,1,3,COD,1
1162,41,Home,19823,27,6,1,4,Card,1
1163,42,Clothing,46449,35,7,1,2,COD,1
1164,48,Home,12913,9,6,2,2,Card,1
1165,29,Home,10377,31,7,1,2,Card,1
1166,52,Beauty,5645,18,8,2,4,Card,1
1167,47,Clothing,5284,21,8,2,2,Card,1
1168,29,Electronics,8273,0,7,2,4,Card,1
1169,46,Beauty,12139,34,8,1,2,COD,1
1170,23,Home,47382,31,7,2,3,COD,1
1171,51,Clothing,14488,34,9,2,3,COD,1
1172,31,Beauty,3293,10,6,2,2,Card,1
1173,33,Clothing,28802,19,8,1,2,COD,1
1174,55,Home,11625,34,9,1,4,Card,1
1175,25,Beauty,39541,24,8,1,3,Card,1
1176,24,Home,17543,43,7,2,4,COD,1
1177,42,Electronics,11736,43,6,2,4,Card,1
1178,39,Electronics,49468,1,6,2,3,COD,1
1179,47,Beauty,29209,45,9,1,3,COD,1
1180,58,Beauty,33181,23,9,2,4,COD,1
1181,33,Electronics,29981,27,7,2,2,Card,1
1182,19,Clothing,27624,40,8,2,3,Card,1
1183,55,Home,33057,45,6,2,4,COD,1
1184,20,Home,2125,8,9,2,3,Card,1
1185,45,Electronics,25883,46,7,2,3,Card,1
1186,39,Electronics,33862,2,7,1,3,Card,1
1187,29,Home,44755,12,8,1,3,Card,1
1188,53,Clothing,18511,28,7,2,3,Card,1
1189,36,Electronics,37612,31,7,2,4,COD,1
1190,52,Clothing,39204,14,8,1,3,Card,1
1191,41,Beauty,48108,3,9,1,2,COD,1
1192,53,Electronics,32060,33,8,2,3,Card,1
1193,29,Home,48564,17,9,2,3,COD,1
1194,40,Electronics,42099,13,6,1,3,Card,1
1195,31,Beauty,35246,24,6,1,3,COD,1
1196,52,Clothing,43206,0,8,1,4,COD,1
1197,28,Electronics,44938,13,8,2,2,Card,1
1198,37,Beauty,19776,42,6,1,4,COD,1
1199,32,Electronics,819,19,9,1,3,COD,1
1200,46,Clothing,39230,34,6,1,2,COD,1
1201,31,Beauty,41435,49,1,5,1,Card,0
1202,46,Clothing,15598,30,2,5,1,COD,0
1203,40,Beauty,38725,44,4,4,1,Card,0
1204,38,Clothing,42174,7,3,4,1,COD,0
1205,27,Electronics,28825,16,1,5,1,COD,0
1206,21,Clothing,36040,18,4,5,1,Card,0
1207,23,Home,5904,32,1,4,0,COD,0
1208,58,Home,26123,33,2,5,0,Card,0
1209,58,Home,25626,44,4,4,1,COD,0
1210,24,Home,9308,18,3,4,1,Card,0
1211,55,Electronics,44498,34,3,4,0,Card,0
1212,43,Beauty,35831,1,1,5,1,COD,0
1213,22,Electronics,11756,14,3,4,0,Card,0
1214,38,Home,42174,15,3,4,0,Card,0
1215,21,Clothing,49492,21,1,5,1,Card,0
1216,44,Clothing,7094,27,2,5,0,Card,0
1217,30,Beauty,35105,24,3,4,0,COD,0
1218,59,Clothing,6641,35,1,5,1,Card,0
1219,30,Home,23869,20,3,4,1,Card,0
1220,41,Electronics,38720,41,4,4,1,COD,0
1221,41,Home,36651,38,1,5,0,Card,0
1222,22,Home,26360,34,4,5,0,COD,0
1223,32,Home,33955,6,1,5,1,COD,0
1224,52,Home,28682,41,3,4,1,COD,0
1225,36,Beauty,17825,37,1,4,1,Card,0
1226,20,Clothing,31567,32,4,4,1,COD,0
1227,22,Beauty,36578,31,1,5,1,Card,0
1228,20,Electronics,32781,1,3,4,1,Card,0
1229,40,Electronics,32207,21,3,4,0,COD,0
1230,33,Electronics,23397,15,2,5,0,COD,0
1231,40,Beauty,48431,4,1,5,1,COD,0
1232,23,Electronics,26542,31,2,5,0,Card,0
1233,31,Beauty,5982,49,1,4,0,Card,0
1234,18,Home,38267,22,3,4,1,Card,0
1235,54,Beauty,37075,46,2,4,1,COD,0
1236,59,Electronics,7829,5,3,4,1,COD,0
1237,44,Electronics,7573,19,1,4,1,Card,0
1238,50,Beauty,8486,13,1,4,1,COD,0
1239,42,Clothing,48444,33,3,4,1,Card,0
1240,29,Beauty,45383,31,2,4,1,Card,0
1241,46,Home,20933,1,2,4,1,COD,0
1242,42,Electronics,36818,49,1,4,0,COD,0
1243,45,Electronics,28341,6,1,5,0,COD,0
1244,56,Beauty,41979,28,2,4,0,Card,0
1245,54,Beauty,5893,34,3,5,0,Card,0
1246,39,Clothing,4681,26,4,5,0,COD,0
1247,22,Clothing,22940,25,1,5,0,COD,0
1248,49,Beauty,41624,34,4,4,1,COD,0
1249,43,Electronics,38795,33,1,4,0,Card,0
1250,46,Electronics,43604,48,2,4,1,COD,0
1251,46,Clothing,23761,49,2,4,1,COD,0
1252,39,Beauty,23672,14,4,4,1,COD,0
1253,18,Home,26924,7,3,4,1,COD,0
1254,52,Beauty,11480,4,4,5,0,COD,0
1255,32,Home,38478,27,2,4,1,COD,0
1256,49,Beauty,5639,9,4,5,1,COD,0
1257,42,Clothing,31382,49,2,5,0,Card,0
1258,58,Clothing,20869,49,2,5,1,COD,0
1259,30,Clothing,39271,30,4,4,1,COD,0
1260,26,Clothing,4783,13,1,5,1,Card,0
1261,49,Home,33653,48,2,5,0,Card,0
1262,56,Clothing,37843,40,2,4,1,Card,0
1263,57,Electronics,17230,22,1,5,0,Card,0
1264,35,Electronics,45468,14,3,4,0,COD,0
1265,41,Beauty,43485,42,3,4,1,Card,0
1266,36,Home,29925,38,4,5,0,Card,0
1267,22,Home,17032,3,1,4,1,Card,0
1268,38,Beauty,39413,38,4,5,1,COD,0
1269,59,Electronics,11005,11,4,4,0,COD,0
1270,33,Home,24486,5,3,5,0,Card,0
1271,21,Beauty,18513,23,1,5,1,COD,0
1272,57,Home,14737,37,1,5,0,COD,0
1273,24,Beauty,36260,13,4,5,1,COD,0
1274,41,Electronics,16229,17,3,4,1,COD,0
1275,36,Electronics,42292,11,4,4,0,Card,0
1276,53,Electronics,29054,48,1,5,0,COD,0
1277,45,Home,9718,10,2,4,1,COD,0
1278,37,Beauty,18594,14,2,4,1,COD,0
1279,22,Clothing,30468,9,2,4,1,COD,0
1280,23,Clothing,24770,44,2,4,1,Card,0
1281,22,Clothing,8199,36,1,5,1,Card,0
1282,23,Electronics,19915,38,1,5,1,COD,0
1283,23,Clothing,13693,45,2,4,1,Card,0
1284,59,Electronics,9757,27,2,5,1,Card,0
1285,33,Electronics,34982,41,4,4,1,COD,0
1286,37,Electronics,18881,42,3,4,0,Card,0
1287,23,Home,14489,31,4,4,0,Card,0
1288,38,Electronics,12129,43,2,4,0,Card,0
1289,20,Home,34721,36,1,4,1,COD,0
1290,29,Clothing,6788,40,2,4,0,Card,0
1291,24,Electronics,19646,32,2,5,0,Card,0
1292,58,Home,44829,48,1,5,0,COD,0
1293,19,Electronics,46336,1,4,5,1,COD,0
1294,57,Electronics,30851,9,3,5,0,Card,0
1295,37,Electronics,9483,45,3,5,0,Card,0
1296,58,Beauty,18689,27,3,5,1,Card,0
1297,50,Electronics,42171,34,3,5,0,COD,0
1298,22,Home,29650,11,1,5,0,COD,0
1299,25,Home,21584,46,2,5,1,Card,0
1300,19,Home,37911,2,2,5,0,COD,0
1301,45,Clothing,23751,7,2,5,1,COD,0
1302,36,Beauty,15349,15,1,5,1,COD,0
1303,21,Beauty,1325,30,1,4,1,COD,0
1304,42,Beauty,24417,4,4,4,1,COD,0
1305,23,Home,16499,10,4,4,1,COD,0
1306,39,Home,787,27,1,4,0,Card,0
1307,51,Clothing,6650,46,4,4,1,COD,0
1308,39,Clothing,7180,43,2,5,1,COD,0
1309,52,Beauty,10687,27,4,4,0,Card,0
1310,40,Beauty,9994,3,1,4,1,COD,0
1311,31,Beauty,17043,16,3,4,1,Card,0
1312,50,Electronics,7618,26,2,5,1,Card,0
1313,31,Beauty,21180,7,1,4,1,Card,0
1314,41,Electronics,4449,37,3,4,1,Card,0
1315,36,Clothing,5275,44,1,4,1,Card,0
1316,36,Home,4693,37,2,4,0,Card,0
1317,50,Beauty,47392,13,2,5,0,COD,0
1318,21,Home,8459,27,2,5,0,COD,0
1319,33,Clothing,9477,48,1,4,0,COD,0
1320,37,Clothing,43146,43,1,4,1,COD,0
1321,52,Clothing,21161,23,2,5,0,Card,0
1322,32,Clothing,45914,25,4,5,0,COD,0
1323,46,Home,29003,6,4,5,1,COD,0
1324,41,Electronics,11390,40,4,4,1,COD,0
1325,43,Home,40783,18,3,4,1,COD,0
1326,31,Home,18039,44,1,5,1,COD,0
1327,25,Home,29275,32,2,5,1,COD,0
1328,58,Clothing,5663,36,3,4,0,Card,0
1329,56,Home,3312,38,1,5,0,COD,0
1330,57,Beauty,8410,11,1,5,1,COD,0
1331,50,Clothing,33955,4,2,4,0,Card,0
1332,40,Clothing,22390,19,1,5,0,Card,0
1333,53,Electronics,32602,46,2,5,0,COD,0
1334,32,Clothing,6089,28,1,4,1,COD,0
1335,31,Electronics,4858,8,3,5,0,Card,0
1336,19,Clothing,30573,2,4,5,0,COD,0
1337,18,Home,24564,14,1,4,0,COD,0
1338,41,Clothing,7661,27,1,4,0,Card,0
1339,26,Clothing,10413,29,3,5,0,Card,0
1340,40,Beauty,15634,47,3,5,1,COD,0
1341,45,Clothing,16590,3,3,5,0,COD,0
1342,27,Beauty,17497,27,1,4,0,Card,0
1343,55,Beauty,23052,7,3,4,1,Card,0
1344,22,Electronics,42559,23,3,5,1,Card,0
1345,44,Electronics,12026,49,2,4,1,COD,0
1346,54,Electronics,18756,36,1,5,0,Card,0
1347,46,Clothing,20738,46,2,5,1,Card,0
1348,22,Clothing,16048,48,3,4,0,COD,0
1349,59,Electronics,5057,48,3,4,1,Card,0
1350,18,Beauty,30854,23,3,5,0,COD,0
1351,34,Home,20419,17,3,4,0,COD,0
1352,25,Beauty,15052,16,3,5,0,COD,0
1353,51,Home,26621,44,1,5,0,COD,0
1354,37,Clothing,757,11,4,5,1,COD,0
1355,49,Electronics,7366,35,3,5,0,Card,0
1356,44,Home,13191,49,2,4,1,Card,0
1357,21,Home,33332,34,1,4,0,COD,0
1358,49,Beauty,14682,37,2,4,0,COD,0
1359,48,Home,34105,31,2,5,1,COD,0
1360,38,Beauty,17811,1,3,4,0,Card,0
1361,25,Electronics,37176,39,1,4,0,Card,0
1362,32,Clothing,20820,39,3,4,0,Card,0
1363,53,Home,10633,39,4,5,1,Card,0
1364,47,Home,1581,10,4,4,1,COD,0
1365,36,Home,8749,15,4,5,1,Card,0
1366,19,Electronics,46292,46,3,4,0,Card,0
1367,56,Clothing,15792,29,3,4,0,COD,0
1368,42,Electronics,30950,16,2,5,1,Card,0
1369,37,Beauty,12345,13,3,5,1,COD,0
1370,47,Home,18891,12,2,4,1,COD,0
1371,35,Beauty,45609,10,3,4,0,COD,0
1372,46,Electronics,3367,21,2,4,0,Card,0
1373,46,Beauty,40786,0,4,5,1,Card,0
1374,35,Home,25594,12,1,4,1,COD,0
1375,40,Electronics,34916,32,1,4,0,COD,0
1376,50,Beauty,24627,10,1,4,1,Card,0
1377,36,Home,1516,41,3,4,0,Card,0
1378,35,Beauty,39061,34,1,5,0,COD,0
1379,53,Home,15433,15,2,5,0,Card,0
1380,53,Clothing,43038,44,4,4,1,Card,0
1381,38,Beauty,47791,0,1,4,0,COD,0
1382,27,Clothing,2300,9,2,5,0,Card,0
1383,42,Home,35126,37,3,4,0,Card,0
1384,53,Electronics,19843,25,4,5,0,COD,0
1385,34,Beauty,12067,11,2,4,0,COD,0
1386,51,Clothing,15693,6,3,5,1,COD,0
1387,29,Beauty,33687,42,3,5,0,COD,0
1388,26,Beauty,4626,7,4,4,1,Card,0
1389,20,Clothing,41648,28,4,4,0,COD,0
1390,43,Beauty,46881,39,3,4,1,Card,0
1391,45,Electronics,16816,16,2,4,0,Card,0
1392,36,Home,41620,7,1,4,0,COD,0
1393,55,Beauty,24189,46,1,5,1,COD,0
